Trial,Time,FP1,FP2,F7,F8,AF1,AF2,FZ,F4,F3,FC6,FC5,FC2,FC1,T8,T7,CZ,C3,C4,CP5,CP6,CP1,CP2,P3,P4,PZ,P8,P7,PO2,PO1,O2,O1,X,AF7,AF8,F5,F6,FT7,FT8,FPZ,FC4,FC3,C6,C5,F2,F1,TP8,TP7,AFZ,CP3,CP4,P5,P6,C1,C2,PO7,PO8,FCZ,POZ,OZ,P2,P1,CPZ,nd,Y
20,0,-4.506,-1.2209999999999999,-0.5589999999999999,3.988,-3.53,-9.013,-2.4819999999999998,-1.6280000000000001,-4.354,1.943,-2.055,-2.492,0.102,0.509,-3.2760000000000002,-3.2960000000000003,-3.6010000000000004,1.536,1.831,3.6719999999999997,1.546,-0.326,1.3630000000000002,0.58,1.6680000000000001,-0.051,2.472,1.2409999999999999,1.577,0.397,0.6709999999999999,-5.483,-11.495,8.596,0.6409999999999999,-2.36,-15.055,-2.33,-7.029,-4.5169999999999995,-0.45799999999999996,-4.445,-5.035,-1.933,-2.8989999999999996,-1.851,-0.57,-5.656000000000001,2.8480000000000003,-0.9259999999999999,1.6780000000000002,0.8240000000000001,-1.6780000000000002,1.129,5.096,14.008,-0.040999999999999995,0.43700000000000006,0.051,0.7929999999999999,1.149,0.529,-4.12,-3.408
20,1,-5.971,-3.174,-3.977,-5.778,-5.483,-10.478,-2.97,-3.5810000000000004,-5.33,-0.498,1.851,-2.492,-1.3630000000000002,5.88,-3.764,-0.8540000000000001,3.235,2.513,-1.587,2.696,1.546,0.163,1.3630000000000002,1.068,3.133,2.8789999999999996,2.472,2.7060000000000004,2.553,0.885,0.183,-5.483,-10.517999999999999,4.69,0.6409999999999999,-3.825,-12.126,-0.376,-6.053,-1.099,-1.923,-3.957,-4.547,-2.421,-3.8760000000000003,0.59,1.383,-7.121,2.36,-1.4140000000000001,1.6780000000000002,0.8240000000000001,1.251,2.594,-0.275,5.218999999999999,-0.529,1.4140000000000001,0.539,1.77,2.126,0.529,-5.585,-3.8960000000000004
20,2,-6.9479999999999995,-6.104,-4.466,-8.219,-5.971,-8.036,-2.97,-3.5810000000000004,-3.866,-1.963,5.269,-1.0270000000000001,-2.34,9.786,-1.3219999999999998,-0.366,21.79,-1.882,2.8080000000000003,-7.07,0.57,1.6280000000000001,1.3630000000000002,3.0210000000000004,3.6210000000000004,4.832,1.495,3.682,3.042,1.8619999999999999,0.6709999999999999,-5.483,-5.147,1.76,-0.8240000000000001,-3.825,-4.313,0.11199999999999999,-5.0760000000000005,2.319,-2.8989999999999996,-1.0270000000000001,-2.594,-1.933,-3.8760000000000003,3.52,3.3369999999999997,-6.632000000000001,-0.081,0.539,0.7020000000000001,2.7769999999999997,6.622000000000001,-1.3119999999999998,-12.482000000000001,-3.082,-0.529,1.902,1.516,3.235,2.614,1.0170000000000001,-7.05,-3.8960000000000004
20,3,-6.9479999999999995,-6.5920000000000005,-2.024,-1.383,-4.995,-2.665,-1.994,-2.116,-1.4240000000000002,-0.498,4.293,0.43700000000000006,-1.851,8.321,0.142,-1.3430000000000002,-9.949,-3.835,-0.122,-6.093,-0.895,2.6039999999999996,0.387,3.998,2.645,4.832,0.519,3.682,3.042,2.838,1.6480000000000001,-5.483,1.2,2.736,-2.7769999999999997,-2.36,3.988,-3.306,-4.588,3.2960000000000003,-2.8989999999999996,2.391,-1.129,-1.444,-2.8989999999999996,5.473,5.778,-4.191,-3.011,2.9810000000000003,-1.251,4.73,-4.12,-2.289,-15.9,0.8240000000000001,-0.529,2.391,2.004,3.7230000000000003,2.126,1.0170000000000001,-7.05,-2.92
20,4,-4.995,-5.615,1.3940000000000001,7.406000000000001,-3.53,2.7060000000000004,-1.0170000000000001,0.326,0.040999999999999995,1.455,-1.567,1.902,-1.851,2.95,-0.8340000000000001,-2.319,-5.553999999999999,0.071,-1.099,-0.722,-1.8719999999999999,3.092,-1.078,4.486000000000001,1.6680000000000001,4.343999999999999,-1.4340000000000002,2.218,1.577,2.35,1.6480000000000001,-4.995,4.13,4.2010000000000005,-3.7539999999999996,-0.40700000000000003,7.406000000000001,-8.677,-5.0760000000000005,2.8080000000000003,-2.8989999999999996,3.367,-0.153,-0.956,-2.411,5.473,5.778,-1.75,-4.476,4.445,-2.228,4.73,-1.6780000000000002,0.153,10.468,-0.6409999999999999,-0.040999999999999995,1.4140000000000001,2.004,2.747,0.6609999999999999,1.0170000000000001,-5.585,-0.478
20,5,-3.042,-3.662,3.835,8.87,-3.042,4.659,-0.529,1.3019999999999998,-0.44799999999999995,1.943,-6.938,1.4140000000000001,-1.3630000000000002,-4.374,-4.252,-2.8080000000000003,-4.578,3.0010000000000003,-0.61,2.696,-1.8719999999999999,2.6039999999999996,-1.078,3.51,0.6920000000000001,2.391,-1.4340000000000002,0.753,0.6,1.3730000000000002,1.16,-4.506,2.177,2.736,-2.289,-0.40700000000000003,5.452000000000001,-9.654,-5.0760000000000005,1.831,-1.923,2.391,0.336,-0.956,-1.923,3.52,3.3369999999999997,-0.773,-3.4989999999999997,4.445,-1.74,4.242,-0.214,3.571,-10.04,-5.524,-0.040999999999999995,0.43700000000000006,1.0270000000000001,1.77,-0.315,0.529,-3.1430000000000002,1.475
20,6,-2.553,-4.638999999999999,4.323,-0.40700000000000003,-3.042,2.7060000000000004,-1.0170000000000001,0.8140000000000001,-0.9359999999999999,-0.01,-7.426,0.43700000000000006,-1.3630000000000002,-10.722000000000001,-7.182,-2.319,5.676,0.071,3.784,-5.117,-0.895,1.139,-0.102,1.556,0.6920000000000001,0.43700000000000006,-0.946,0.264,-0.376,-0.092,0.183,-4.995,-2.218,-3.611,1.129,-1.383,0.57,-5.2589999999999995,-5.0760000000000005,1.3430000000000002,-0.946,-1.0270000000000001,0.8240000000000001,-1.444,-1.923,0.102,-2.035,-1.75,-0.57,2.492,0.7020000000000001,1.801,2.228,-0.336,-5.157,-6.989,-0.529,-0.539,0.051,0.7929999999999999,-0.315,0.529,-2.167,1.475
20,7,-3.53,-7.568,2.858,-13.102,-3.53,-1.2,-1.506,0.326,-1.4240000000000002,-3.9160000000000004,-3.52,-0.539,-0.387,-15.116,-6.694,-2.319,11.047,-5.3,2.8080000000000003,-7.558,1.058,-0.326,0.875,-0.397,1.18,-1.516,-0.946,-0.22399999999999998,0.11199999999999999,-1.068,-0.305,-6.46,-6.124,-14.353,4.059,-1.8719999999999999,-5.29,1.088,-4.588,0.8540000000000001,1.0070000000000001,-3.469,2.289,-1.444,-1.4340000000000002,-3.805,-7.406000000000001,-3.215,1.8719999999999999,-0.43700000000000006,2.655,-1.129,3.693,-3.7539999999999996,-9.064,-2.106,-0.529,-0.539,-0.43700000000000006,-0.183,0.6609999999999999,0.040999999999999995,-3.1430000000000002,-0.966
20,8,-5.483,-10.985999999999999,-0.071,-18.473,-3.042,-3.642,-1.0170000000000001,-0.163,0.040999999999999995,-6.358,2.34,-1.0270000000000001,0.59,-16.581,-1.811,-3.784,9.583,-6.276,-8.423,-7.07,1.058,-0.8140000000000001,1.3630000000000002,-1.3730000000000002,0.6920000000000001,-3.957,-1.4340000000000002,-0.7120000000000001,0.11199999999999999,-1.556,0.183,-8.413,-7.5889999999999995,-22.654,5.035,0.081,-8.219,3.042,-5.0760000000000005,-0.61,1.984,-3.957,2.289,-0.956,-1.4340000000000002,-6.734,-9.359,-3.7030000000000003,2.36,-1.902,3.6319999999999997,-3.082,6.1339999999999995,-2.289,-2.228,-6.0120000000000005,-0.040999999999999995,-0.539,-0.9259999999999999,-0.183,1.149,0.040999999999999995,-4.6080000000000005,-3.8960000000000004
20,9,-6.9479999999999995,-10.498,-3.977,-11.149000000000001,-2.065,-2.665,-0.040999999999999995,0.326,2.4819999999999998,-4.893,4.781000000000001,-0.539,0.59,-14.14,4.0489999999999995,-6.226,0.7929999999999999,-1.882,-19.165,1.2309999999999999,0.57,-0.326,1.3630000000000002,-1.3730000000000002,-0.285,-5.422000000000001,-1.923,-1.689,0.11199999999999999,-2.533,0.183,-9.878,-6.612,-22.166,3.571,2.523,-6.266,0.6,-5.564,-1.587,1.984,-2.9810000000000003,0.8240000000000001,0.02,0.031,-8.199,-5.941,-2.7260000000000004,1.383,-1.902,2.655,-3.082,1.74,0.6409999999999999,-2.716,5.707000000000001,0.44799999999999995,-0.539,-1.4140000000000001,-0.6709999999999999,1.149,0.529,-6.0729999999999995,-5.361000000000001
