Trial,Time,FP1,FP2,F7,F8,AF1,AF2,FZ,F4,F3,FC6,FC5,FC2,FC1,T8,T7,CZ,C3,C4,CP5,CP6,CP1,CP2,P3,P4,PZ,P8,P7,PO2,PO1,O2,O1,X,AF7,AF8,F5,F6,FT7,FT8,FPZ,FC4,FC3,C6,C5,F2,F1,TP8,TP7,AFZ,CP3,CP4,P5,P6,C1,C2,PO7,PO8,FCZ,POZ,OZ,P2,P1,CPZ,nd,Y
23,0,0.7020000000000001,4.435,3.1639999999999997,3.133,-1.567,-1.607,-1.78,-3.408,-0.376,-1.546,10.061,-0.01,-1.821,1.699,4.14,0.722,-8.891,2.472,9.939,1.6380000000000001,-1.149,1.383,-1.19,0.203,0.895,-1.2309999999999999,0.7120000000000001,-0.254,1.088,1.129,2.858,-1.587,-0.529,-5.147,1.3019999999999998,-7.314,2.309,-0.22399999999999998,-7.497000000000001,0.9159999999999999,-1.383,0.285,-1.119,-1.6780000000000002,-0.7929999999999999,2.37,-1.058,-1.2919999999999998,-0.8440000000000001,-0.6609999999999999,-1.6580000000000001,-0.732,-3.0210000000000004,1.923,-19.328,9.003,-0.092,1.75,1.4140000000000001,1.3219999999999998,-0.478,0.478,0.7020000000000001,-0.865
23,1,-3.2039999999999997,-2.401,-1.2309999999999999,6.551,-4.008,-4.537,-2.2680000000000002,-1.943,-1.841,-2.035,4.69,-0.01,-1.3330000000000002,5.605,2.187,-1.2309999999999999,0.387,1.0070000000000001,4.567,4.567,1.2919999999999998,0.40700000000000003,2.228,-1.75,0.895,-1.2309999999999999,2.177,-0.254,1.577,1.129,1.882,-4.0280000000000005,-0.040999999999999995,-14.913,-3.5810000000000004,-6.8260000000000005,14.027999999999999,-0.7120000000000001,-6.032,0.9159999999999999,0.081,-0.6920000000000001,-5.513999999999999,-1.6780000000000002,-1.2819999999999998,2.37,-7.406000000000001,-3.733,5.502999999999999,-2.126,3.225,-2.197,0.397,2.8989999999999996,8.504,3.1430000000000002,-0.092,1.261,0.43700000000000006,0.34600000000000003,1.475,0.478,-3.693,-1.841
23,2,-5.646,-7.772,-3.6719999999999997,6.063,-5.473,-5.513999999999999,-2.7569999999999997,-1.943,-2.818,-1.546,-3.123,-0.987,-0.35600000000000004,7.07,1.2109999999999999,-3.1839999999999997,10.152000000000001,-0.946,5.056,0.6609999999999999,3.245,-0.57,5.157,-1.75,1.8719999999999999,1.2109999999999999,2.665,0.722,2.065,1.617,0.905,-4.5169999999999995,0.9359999999999999,-15.889000000000001,-6.51,-3.8960000000000004,18.910999999999998,-1.689,-0.6609999999999999,-1.038,1.546,-1.18,-6.002000000000001,-2.167,-2.258,0.905,-8.382,-4.71,8.433,-2.614,6.154,-2.197,2.838,-0.519,7.039,-9.552,-0.58,1.75,0.43700000000000006,0.34600000000000003,2.94,0.966,-5.646,-0.376
23,3,-4.669,-7.772,-3.6719999999999997,2.645,-4.496,-3.072,-2.2680000000000002,-1.455,-2.33,-0.081,-8.006,-1.475,0.621,6.093,2.187,-2.696,-5.961,5.402,0.6609999999999999,4.567,3.245,0.40700000000000003,5.646,-0.285,2.8480000000000003,4.628,4.13,3.1639999999999997,2.553,2.594,1.882,-2.075,1.4240000000000002,-9.542,-5.046,0.01,15.493,-2.177,4.2219999999999995,-1.526,1.058,-1.18,-1.119,-2.167,-1.2819999999999998,-0.071,-3.988,-3.733,6.48,-1.149,5.666,0.244,-5.9510000000000005,-0.519,7.039,-1.251,-1.068,3.215,1.902,1.811,2.94,0.966,-4.181,3.53
23,4,-0.763,-2.401,-0.254,-0.285,-1.567,0.34600000000000003,-1.2919999999999998,-0.478,0.11199999999999999,1.8719999999999999,-6.053,-1.475,1.109,5.117,4.14,-1.719,0.387,2.472,-4.71,0.6609999999999999,1.78,1.383,4.181,2.157,3.3369999999999997,6.582000000000001,6.082999999999999,4.628,3.53,3.571,4.812,1.3430000000000002,0.44799999999999995,-2.7060000000000004,-0.6509999999999999,3.428,8.169,0.264,4.2219999999999995,0.42700000000000005,1.058,-0.203,6.694,-0.7020000000000001,0.183,-0.071,2.8480000000000003,-1.2919999999999998,1.597,0.315,3.225,3.662,-1.068,-0.031,-6.632000000000001,-0.763,-0.58,4.678999999999999,4.343999999999999,3.2760000000000002,2.94,0.966,-1.251,7.436
23,5,2.167,4.9239999999999995,3.6519999999999997,0.6920000000000001,2.34,2.787,0.6609999999999999,2.452,2.065,4.313,0.7829999999999999,-0.01,1.109,5.117,5.117,-0.254,4.781000000000001,1.984,12.868,0.6609999999999999,-0.17300000000000001,1.8719999999999999,1.74,3.6210000000000004,2.8480000000000003,5.605,6.082999999999999,3.6519999999999997,3.53,3.571,6.276,4.761,-0.529,1.689,4.232,5.381,2.7969999999999997,3.194,1.78,3.3569999999999998,1.058,1.75,12.065,1.251,2.136,1.882,7.242999999999999,1.6380000000000001,-2.309,1.2919999999999998,0.7829999999999999,5.615,2.35,1.4340000000000002,-9.562000000000001,-15.411,-0.092,4.678999999999999,4.832,4.252,1.963,0.966,2.655,10.854000000000001
23,6,4.12,9.318,7.07,6.063,4.781000000000001,3.2760000000000002,2.126,4.893,4.018,5.29,7.619,1.455,1.597,5.605,4.14,0.722,-0.102,2.472,-9.104,0.6609999999999999,-1.149,1.8719999999999999,0.275,3.133,1.383,2.675,3.642,1.2109999999999999,2.065,1.617,4.812,6.7139999999999995,0.44799999999999995,5.107,5.697,5.87,-1.109,5.636,-0.17300000000000001,5.797999999999999,2.035,3.7030000000000003,13.040999999999999,2.716,3.113,3.347,7.731,3.591,-3.286,1.2919999999999998,0.7829999999999999,3.662,0.397,0.946,-12.98,1.6780000000000002,0.885,3.215,2.8789999999999996,3.2760000000000002,0.498,0.478,4.12,10.854000000000001
23,7,4.12,8.83,8.535,12.899000000000001,5.757999999999999,2.787,3.103,6.846,4.018,4.801,10.549000000000001,2.92,1.597,4.628,2.187,1.699,0.875,7.355,2.126,0.6609999999999999,-1.149,0.895,-0.214,0.6920000000000001,-0.57,-0.743,-0.753,-2.207,-0.376,-1.3119999999999998,0.905,7.202000000000001,3.377,9.013,4.72,5.381,-5.015,6.612,1.2919999999999998,5.31,3.4989999999999997,4.678999999999999,10.111,4.181,3.6010000000000004,3.835,5.778,4.079,-1.3330000000000002,0.315,1.272,0.244,-2.533,0.946,15.34,-15.411,1.3730000000000002,-0.203,-1.0270000000000001,0.8340000000000001,-0.966,-0.498,4.6080000000000005,8.901
23,8,4.6080000000000005,4.9239999999999995,8.046,16.317,5.757999999999999,3.2760000000000002,3.591,6.358,4.018,3.3369999999999997,9.084,2.92,2.085,3.1639999999999997,0.23399999999999999,2.675,4.293,2.96,8.962,2.126,-0.6609999999999999,-0.081,-0.7020000000000001,-2.238,-2.035,-2.696,-4.171,-4.1610000000000005,-2.33,-4.73,-3.977,6.7139999999999995,6.795,11.943,3.7430000000000003,4.893,-6.968,6.612,5.1979999999999995,2.8689999999999998,3.988,4.191,5.229,4.669,3.6010000000000004,2.858,3.3369999999999997,4.079,1.597,-1.149,0.7829999999999999,-4.15,0.885,-0.031,19.735,6.561,1.3730000000000002,-3.133,-4.934,-1.607,-2.431,-1.475,4.6080000000000005,5.483
23,9,6.561,1.506,6.093,13.387,5.757999999999999,5.229,4.079,5.87,4.018,2.8480000000000003,6.643,2.92,2.574,1.699,0.23399999999999999,4.14,3.805,-3.387,13.845,-0.315,-0.6609999999999999,-1.058,-1.19,-4.191,-2.523,-3.6719999999999997,-4.171,-5.1370000000000005,-3.306,-6.683,-6.907,6.226,8.748,9.988999999999999,4.232,4.893,-1.109,6.124,9.104,2.38,3.4989999999999997,2.7260000000000004,2.299,4.181,4.0889999999999995,1.3940000000000001,2.8480000000000003,4.079,2.085,-2.126,-1.17,-6.5920000000000005,1.3730000000000002,-1.984,20.711,2.655,1.3730000000000002,-5.086,-7.375,-3.56,-2.92,-1.475,6.561,3.53
