Trial,Time,FP1,FP2,F7,F8,AF1,AF2,FZ,F4,F3,FC6,FC5,FC2,FC1,T8,T7,CZ,C3,C4,CP5,CP6,CP1,CP2,P3,P4,PZ,P8,P7,PO2,PO1,O2,O1,X,AF7,AF8,F5,F6,FT7,FT8,FPZ,FC4,FC3,C6,C5,F2,F1,TP8,TP7,AFZ,CP3,CP4,P5,P6,C1,C2,PO7,PO8,FCZ,POZ,OZ,P2,P1,CPZ,nd,Y
47,0,0.142,0.43700000000000006,8.402999999999999,3.052,-1.3940000000000001,1.882,0.6,1.149,-3.265,1.383,-14.648,0.45799999999999996,-1.4340000000000002,7.487,6.47,3.1639999999999997,1.577,-5.351,2.563,-4.0889999999999995,-1.506,-0.8140000000000001,-0.45799999999999996,-1.577,-1.444,-4.12,1.994,-2.421,-2.858,-3.194,-4.283,-1.75,-9.054,0.44799999999999995,-2.096,2.35,-4.211,-4.883,-2.126,-0.387,-5.462999999999999,-0.478,-1.17,0.478,-0.35600000000000004,-4.771,2.767,0.732,-1.821,-1.6780000000000002,-0.621,-2.228,1.607,-2.045,1.2919999999999998,-0.865,0.336,-2.9810000000000003,-2.574,-1.963,-1.444,-0.9259999999999999,0.722,0.478
47,1,-2.787,2.8789999999999996,3.031,9.888,-2.37,-1.536,0.11199999999999999,-0.804,-1.801,1.383,-6.836,0.45799999999999996,-0.45799999999999996,2.6039999999999996,5.492999999999999,-3.1839999999999997,-0.376,-3.886,4.5169999999999995,-7.507000000000001,-1.0170000000000001,-0.8140000000000001,-1.4340000000000002,-1.577,-1.933,-3.6319999999999997,-0.9359999999999999,-3.398,-2.37,-4.171,-4.283,-4.678999999999999,-10.517999999999999,-2.4819999999999998,-0.142,-0.58,9.46,-1.465,-4.079,-0.875,-2.045,0.01,-2.146,-0.987,-0.8440000000000001,-2.818,2.279,-0.732,-1.821,-1.19,-2.574,-2.228,-1.3219999999999998,-2.045,-0.17300000000000001,0.11199999999999999,0.336,-2.9810000000000003,-3.55,-2.452,-1.933,-0.9259999999999999,-2.696,-0.01
47,2,-5.7170000000000005,1.902,-5.269,11.841,-2.37,-3.977,-0.376,-2.7569999999999997,0.6409999999999999,-1.058,3.418,-0.031,0.519,-3.7430000000000003,2.075,-7.09,-1.841,-1.933,-3.2960000000000003,-3.6010000000000004,-1.0170000000000001,-0.8140000000000001,-2.411,-2.065,-2.421,-4.12,-4.354,-4.862,-2.37,-5.636,-5.2589999999999995,-7.609,-6.612,-3.947,0.34600000000000003,-3.998,15.808,2.93,-2.614,-1.3630000000000002,1.8619999999999999,-0.478,-2.635,-1.963,-0.35600000000000004,-1.841,1.3019999999999998,-1.709,-1.821,-1.19,-4.038,-2.228,-1.811,-0.58,-10.915,-3.7939999999999996,0.336,-4.445,-5.015,-2.94,-2.421,-0.9259999999999999,-5.625,-1.475
47,3,-6.205,-1.516,-10.64,9.888,-1.3940000000000001,-3.977,0.11199999999999999,-3.733,2.594,-3.4989999999999997,9.766,-0.519,1.984,-7.65,-2.319,-5.625,-0.865,-0.956,1.587,-1.6480000000000001,-0.529,-1.3019999999999998,-2.8989999999999996,-3.042,-3.398,-4.12,-5.819,-5.8389999999999995,-3.347,-6.612,-7.7010000000000005,-8.586,-0.264,-3.947,-0.142,-4.974,8.972000000000001,4.395,-1.6380000000000001,-1.851,3.815,-2.92,-2.635,-1.475,0.621,-2.818,-0.163,-1.709,-0.8440000000000001,-1.6780000000000002,-4.038,-3.2039999999999997,-0.34600000000000003,0.397,-2.614,0.6,0.8240000000000001,-5.91,-6.48,-4.405,-2.909,-0.9259999999999999,-6.602,-2.94
47,4,-5.229,-4.445,-10.64,4.0280000000000005,0.071,-2.024,1.088,-4.2219999999999995,3.082,-5.452000000000001,8.301,-0.519,1.984,-7.1610000000000005,-4.272,-1.2309999999999999,-4.771,-0.956,-5.249,0.7929999999999999,-0.529,-2.279,-2.8989999999999996,-4.506,-4.374,-4.6080000000000005,-5.819,-5.8389999999999995,-4.323,-6.612,-8.189,-6.632000000000001,3.642,-3.4589999999999996,-1.119,-4.974,-2.747,0.488,-3.591,-3.3160000000000003,3.326,-4.873,-1.6580000000000001,-0.01,1.597,-4.771,-1.6280000000000001,-0.732,-0.35600000000000004,-2.655,-3.55,-4.669,-2.299,0.885,2.7569999999999997,-12.095,0.8240000000000001,-6.8870000000000005,-6.968,-5.381,-3.398,-0.9259999999999999,-5.625,-3.9160000000000004
47,5,-3.2760000000000002,-5.91,-6.246,-1.3430000000000002,0.5589999999999999,-0.071,1.577,-4.71,1.617,-5.941,0.488,-1.0070000000000001,1.0070000000000001,-5.697,-4.761,2.187,-6.236000000000001,-1.444,-7.202000000000001,-6.042000000000001,-1.0170000000000001,-2.767,-3.387,-5.483,-4.374,-4.12,-3.377,-4.862,-4.323,-4.659,-6.724,-3.7030000000000003,1.689,-1.994,-2.096,-4.974,-8.118,-5.371,-7.497000000000001,-4.781000000000001,0.397,-5.361000000000001,-0.682,-0.498,1.109,-6.724,-3.092,-0.244,-0.8440000000000001,-3.6319999999999997,-3.062,-6.1339999999999995,-1.811,-0.092,-7.985,-6.236000000000001,0.8240000000000001,-5.91,-5.015,-5.87,-3.886,-1.4140000000000001,-3.6719999999999997,-4.405
47,6,-2.787,-4.445,-2.8280000000000003,-5.249,-1.3940000000000001,-1.048,0.11199999999999999,-4.71,-1.801,-5.452000000000001,-8.301,-1.495,-0.45799999999999996,-5.207999999999999,-4.761,2.187,-3.7939999999999996,0.509,-6.7139999999999995,-5.066,-1.506,-2.279,-3.8760000000000003,-5.483,-3.398,-3.1430000000000002,-0.44799999999999995,-3.398,-3.835,-2.7060000000000004,-3.306,-1.75,-3.682,-0.040999999999999995,-3.072,-6.439,-4.211,-8.789,-9.45,-4.293,-2.533,-4.873,-0.193,-2.452,-0.35600000000000004,-7.212000000000001,-5.534,-1.709,-1.3330000000000002,-4.12,-3.062,-6.1339999999999995,-0.8340000000000001,0.885,-20.192,-7.7010000000000005,0.336,-4.445,-3.062,-4.893,-3.886,-1.4140000000000001,-2.696,-5.87
47,7,-4.252,-2.492,-3.805,-4.761,-4.812,-4.466,-1.841,-5.1979999999999995,-4.73,-4.476,-13.184000000000001,-1.495,-1.923,-7.1610000000000005,-5.249,-0.743,-1.3530000000000002,-2.909,-0.8540000000000001,-8.484,-1.994,-1.79,-4.364,-4.506,-2.421,-2.655,0.529,-3.398,-2.858,-2.218,-0.376,-2.7260000000000004,-9.054,0.44799999999999995,-4.537,-8.392000000000001,0.183,-7.812,-7.0089999999999995,-2.34,-4.974,-3.408,-0.682,-3.428,-3.286,-4.771,-6.999,-4.15,-2.309,-3.1430000000000002,-3.062,-5.157,-1.3219999999999998,-2.045,-0.6609999999999999,-4.771,-0.6409999999999999,-3.469,-1.597,-3.428,-3.886,-0.9259999999999999,-4.1610000000000005,-7.334
47,8,-6.694,-2.004,-8.687000000000001,-4.761,-7.7410000000000005,-7.395,-3.7939999999999996,-3.733,-6.683,-3.011,-12.695,-1.0070000000000001,-2.8989999999999996,-9.115,-5.737,-4.1610000000000005,-2.818,-4.862,-6.226,-1.6480000000000001,-1.994,-0.8140000000000001,-4.364,-3.042,-2.421,-4.12,-1.912,-4.374,-3.347,-4.171,-1.3530000000000002,-5.656000000000001,-11.007,-2.97,-6.978,-7.904,-2.258,-4.395,-4.079,-0.387,-5.9510000000000005,-2.431,-2.635,-3.9160000000000004,-5.239,-2.33,-7.487,-6.104,-2.7969999999999997,-2.167,-3.062,-3.693,-1.3219999999999998,-2.045,-1.6380000000000001,-2.818,-1.129,-3.469,-3.55,-3.428,-3.886,-0.9259999999999999,-6.602,-8.311
47,9,-8.647,-4.445,-12.594000000000001,-7.202000000000001,-8.23,-7.395,-3.306,-1.78,-7.172000000000001,-3.011,-9.277000000000001,-0.031,-2.8989999999999996,-9.115,-5.737,-5.625,-1.3530000000000002,-4.862,-10.62,-4.578,-1.994,-0.8140000000000001,-3.8760000000000003,-3.042,-2.909,-6.561,-5.819,-5.8389999999999995,-4.323,-7.5889999999999995,-5.747000000000001,-8.586,-9.054,-10.783,-8.443,-3.51,-10.559000000000001,-1.953,-4.079,0.59,-5.462999999999999,-2.431,-5.0760000000000005,-1.963,-5.727,-1.841,-6.51,-6.5920000000000005,-3.7739999999999996,-1.19,-3.55,-3.2039999999999997,1.607,0.397,4.71,-1.3530000000000002,-1.129,-5.91,-6.968,-3.428,-3.886,-0.9259999999999999,-8.555,-8.311
