Trial,Time,FP1,FP2,F7,F8,AF1,AF2,FZ,F4,F3,FC6,FC5,FC2,FC1,T8,T7,CZ,C3,C4,CP5,CP6,CP1,CP2,P3,P4,PZ,P8,P7,PO2,PO1,O2,O1,X,AF7,AF8,F5,F6,FT7,FT8,FPZ,FC4,FC3,C6,C5,F2,F1,TP8,TP7,AFZ,CP3,CP4,P5,P6,C1,C2,PO7,PO8,FCZ,POZ,OZ,P2,P1,CPZ,nd,Y
24,0,9.196,6.785,-1.831,5.269,6.938,3.6010000000000004,2.157,1.2209999999999999,6.409,5.778,2.075,-0.9259999999999999,-0.071,18.3,4.678999999999999,9.318,0.478,0.8540000000000001,5.207999999999999,11.454,2.767,4.567,7.629,8.616,7.477,10.01,10.508,10.517999999999999,10.05,11.668,11.943,13.814,7.69,6.042000000000001,7.66,1.3330000000000002,5.686,14.485999999999999,5.005,3.448,2.818,2.391,0.977,1.597,3.113,9.054,7.039,5.686,4.537,7.721,8.972000000000001,11.383,-0.35600000000000004,4.333,4.649,7.568,-1.6280000000000001,9.898,10.264000000000001,9.45,6.805,3.5810000000000004,9.054,10.315
24,1,6.755,6.297000000000001,3.052,7.711,5.473,3.113,1.18,1.2209999999999999,4.456,-0.57,3.052,-1.4140000000000001,-0.5589999999999999,19.277,6.632000000000001,10.295,1.455,2.319,6.185,8.525,2.767,5.056,8.606,9.593,6.989,10.01,11.972999999999999,10.03,11.027000000000001,13.133,13.895999999999999,15.279000000000002,7.202000000000001,4.578,6.195,3.286,9.104,10.091000000000001,4.5169999999999995,5.89,2.33,-2.492,0.977,1.109,2.136,10.517999999999999,8.504,4.2219999999999995,5.025,7.721,10.437000000000001,11.870999999999999,0.132,0.42700000000000005,0.743,5.127000000000001,-3.092,9.898,11.729000000000001,8.962,7.294,3.5810000000000004,6.612,9.827
24,2,5.778,6.297000000000001,12.329,7.711,4.008,3.6010000000000004,0.6920000000000001,2.6860000000000004,1.038,-4.476,3.052,0.051,-1.048,15.859000000000002,6.144,11.759,0.966,5.737,4.72,4.618,1.3019999999999998,4.567,6.653,8.128,4.547,10.01,10.02,7.5889999999999995,9.562000000000001,12.644,12.919,15.279000000000002,7.202000000000001,2.625,1.801,4.751,9.104,5.207999999999999,5.981,8.331,-0.6,-3.957,1.465,1.597,0.6709999999999999,11.982999999999999,8.504,3.733,3.56,6.744,9.46,9.918,0.621,-1.526,3.6719999999999997,4.638999999999999,-2.6039999999999996,7.456,10.752,7.497000000000001,5.829,3.092,5.636,9.338
24,3,6.755,6.785,20.142,6.246,3.52,5.066,1.18,4.638999999999999,-3.845,-3.4989999999999997,1.587,2.004,-1.536,10.0,4.678999999999999,14.689,0.478,9.155,2.767,2.665,-0.6509999999999999,3.591,4.211,5.686,1.129,9.521,6.114,4.171,6.144,9.715,9.501,14.302999999999999,7.69,2.136,-3.082,5.727,7.151,4.232,7.446000000000001,9.308,-3.53,-1.0270000000000001,2.441,3.062,0.183,11.495,6.063,3.733,2.096,5.28,6.531000000000001,6.5,3.062,4.822,6.602,2.197,-1.139,3.062,7.8229999999999995,5.056,2.411,1.6280000000000001,6.612,9.827
24,4,8.219,7.273,21.118000000000002,5.269,4.008,6.531000000000001,2.157,5.615,-5.31,1.8719999999999999,0.122,3.957,-0.5589999999999999,5.605,2.238,17.619,-0.01,9.644,0.8140000000000001,4.13,-2.116,3.103,1.2819999999999998,3.245,-2.289,8.545,2.207,-0.22399999999999998,1.75,6.297000000000001,5.595,11.860999999999999,7.202000000000001,3.6010000000000004,-3.082,5.727,5.1979999999999995,6.672999999999999,8.423,8.331,-3.53,3.855,2.93,4.038,0.6709999999999999,9.054,3.6210000000000004,4.71,0.631,3.815,3.113,3.571,2.574,-2.502,-7.07,-1.2209999999999999,0.8140000000000001,-0.8440000000000001,4.405,3.103,-1.0070000000000001,0.163,8.565,10.315
24,5,9.196,7.7620000000000005,14.282,6.734,5.473,7.019,3.6210000000000004,5.615,-1.892,8.219,-0.366,3.957,1.3940000000000001,3.1639999999999997,1.261,17.619,1.455,8.179,0.326,8.036,-2.6039999999999996,2.126,-0.6709999999999999,1.78,-4.73,7.08,0.254,-2.177,-1.6680000000000001,3.855,2.177,9.908,7.202000000000001,6.531000000000001,2.289,6.215,4.2219999999999995,8.626,7.935,5.89,0.376,8.25,2.441,4.527,2.625,5.147,1.6680000000000001,5.686,0.142,3.815,0.6709999999999999,3.082,-2.7969999999999997,-2.991,-14.882,-8.545,1.79,-4.262,1.963,1.6380000000000001,-3.448,-0.8140000000000001,9.542,11.292
24,6,8.219,6.785,5.005,9.664,6.449,6.042000000000001,4.598,4.638999999999999,4.944,13.102,1.587,3.469,3.347,2.675,1.75,14.689,3.408,4.761,1.3019999999999998,10.966,-2.6039999999999996,2.126,-1.6480000000000001,1.78,-5.218999999999999,6.104,1.2309999999999999,-2.665,-3.133,2.391,0.22399999999999998,8.443,7.69,8.972000000000001,9.125,6.704,5.1979999999999995,6.185,5.492999999999999,1.495,5.2589999999999995,9.226,1.465,4.527,5.066,1.2409999999999999,0.6920000000000001,6.175,0.142,4.303,-0.305,3.571,0.132,1.4040000000000001,-12.440999999999999,-3.174,2.279,-5.727,0.498,0.6609999999999999,-4.425,-1.3019999999999998,9.054,11.292
24,7,6.266,4.832,0.122,11.129000000000001,6.938,4.0889999999999995,5.086,3.662,10.802999999999999,14.567,4.0280000000000005,2.004,5.3,3.1639999999999997,3.215,9.318,4.873,0.8540000000000001,1.79,9.988999999999999,-1.6280000000000001,1.149,-1.6480000000000001,1.78,-4.73,5.127000000000001,2.696,-2.177,-3.6210000000000004,1.902,0.22399999999999998,7.955,9.155,8.972000000000001,12.054,6.704,5.686,0.8140000000000001,4.0280000000000005,-1.923,8.677,7.273,1.465,4.038,6.531000000000001,1.2409999999999999,0.6920000000000001,5.1979999999999995,0.631,4.303,-0.305,5.035,1.597,4.333,-2.675,6.5920000000000005,1.79,-5.727,0.01,0.17300000000000001,-3.937,-1.3019999999999998,6.612,10.315
24,8,3.3369999999999997,3.367,2.563,8.687000000000001,5.473,2.136,4.598,2.6860000000000004,11.78,12.126,5.981,1.516,5.3,4.14,2.7260000000000004,4.9239999999999995,4.3839999999999995,-3.052,0.8140000000000001,3.642,-1.6280000000000001,0.17300000000000001,-1.6480000000000001,1.2919999999999998,-3.265,4.15,1.719,-1.689,-3.133,0.9259999999999999,0.22399999999999998,8.443,9.644,7.507000000000001,8.636000000000001,4.751,4.71,-1.139,3.54,-2.8989999999999996,8.189,3.367,2.441,2.574,6.531000000000001,4.171,0.6920000000000001,3.245,1.119,2.35,-0.305,4.547,2.574,7.263,-6.582000000000001,1.709,1.79,-4.751,-0.478,-0.804,-3.448,-0.8140000000000001,4.171,7.874
24,9,1.383,1.4140000000000001,8.911,3.805,4.008,0.6709999999999999,3.6210000000000004,2.197,7.385,7.242999999999999,5.492999999999999,1.0270000000000001,4.812,4.628,0.773,3.4589999999999996,2.92,-5.981,-1.139,-4.659,-1.6280000000000001,-1.2919999999999998,-2.625,-0.17300000000000001,-3.265,2.197,-2.675,-3.153,-4.11,-0.539,-1.729,8.443,8.179,5.066,2.7769999999999997,1.821,1.78,1.79,3.54,-0.946,4.771,-0.539,3.418,1.597,4.578,8.077,-0.773,1.78,0.142,-0.58,-1.2819999999999998,1.617,0.132,0.9159999999999999,1.2309999999999999,4.15,1.79,-4.751,-2.431,-1.2919999999999998,-3.448,-1.3019999999999998,1.729,5.92
