Trial,Time,FP1,FP2,F7,F8,AF1,AF2,FZ,F4,F3,FC6,FC5,FC2,FC1,T8,T7,CZ,C3,C4,CP5,CP6,CP1,CP2,P3,P4,PZ,P8,P7,PO2,PO1,O2,O1,X,AF7,AF8,F5,F6,FT7,FT8,FPZ,FC4,FC3,C6,C5,F2,F1,TP8,TP7,AFZ,CP3,CP4,P5,P6,C1,C2,PO7,PO8,FCZ,POZ,OZ,P2,P1,CPZ,nd,Y
16,0,-6.755,-10.295,-3.1639999999999997,-8.372,-9.766,-8.982000000000001,-8.026,-7.1610000000000005,-10.752,-1.78,-3.2760000000000002,-1.6380000000000001,-5.492999999999999,-1.8719999999999999,2.279,-6.053,-0.102,-0.071,0.8540000000000001,0.7020000000000001,1.475,3.4789999999999996,2.747,4.537,0.6,-1.801,1.699,2.716,5.829,3.072,6.632000000000001,-13.163,-9.521,-10.559000000000001,-7.975,-7.446000000000001,-4.1,-8.647,-7.894,-1.597,-4.293,2.279,-0.376,-7.131,-9.074,-6.662999999999999,1.923,-10.203,0.498,3.367,2.7060000000000004,4.303,-0.214,3.3569999999999998,-4.669,-6.561,-3.072,4.252,4.252,4.303,2.9810000000000003,2.228,-6.449,-5.33
16,1,-6.266,-9.806000000000001,-10.488,-9.349,-9.277000000000001,-8.006,-7.05,-5.697,-8.799,7.985,-4.74,-1.6380000000000001,-5.005,-5.29,-0.163,-4.588,-0.102,-2.024,-1.099,-3.693,0.498,2.502,1.77,1.607,-0.865,-5.707000000000001,1.2109999999999999,-0.7020000000000001,3.8760000000000003,-0.34600000000000003,4.678999999999999,-10.722000000000001,-8.057,-7.141,-7.975,-5.492999999999999,-4.1,-7.182,-7.406000000000001,-7.456,-3.3160000000000003,4.72,-0.865,-5.178,-8.586,-10.081,-0.031,-9.226,0.01,2.391,2.218,0.397,-1.6780000000000002,-6.409,-5.646,-15.839,-2.5839999999999996,1.3219999999999998,1.3219999999999998,1.8619999999999999,1.516,1.251,-6.449,-5.819
16,2,-6.755,-8.341000000000001,-13.418,-8.86,-7.324,-5.564,-4.6080000000000005,-4.72,-4.893,7.985,-4.74,-1.6380000000000001,-3.052,-8.219,-3.092,-4.588,0.387,-4.466,-1.587,-6.1339999999999995,-0.478,0.061,-0.183,-1.811,-2.33,-6.683,-0.254,-2.655,1.4340000000000002,-2.787,2.238,-7.792000000000001,-6.104,-4.7,-6.51,-5.005,-3.611,-5.7170000000000005,-6.428999999999999,-11.850999999999999,-1.3630000000000002,-0.6509999999999999,0.11199999999999999,-3.713,-6.144,-10.081,-1.984,-6.785,0.01,-0.539,1.2409999999999999,-3.51,-1.19,-4.456,-1.74,-1.19,-1.119,-1.607,-0.631,-0.58,0.051,-0.214,-6.449,-4.842
16,3,-6.755,-5.9,-11.953,-8.372,-4.395,-3.611,-2.167,-4.72,-2.452,-2.7569999999999997,-3.2760000000000002,-1.6380000000000001,-1.099,-9.684,-5.046,-6.053,0.387,-5.442,-1.587,-7.599,-1.455,-1.892,-1.16,-4.252,-3.7939999999999996,-5.218999999999999,-2.207,-4.12,-1.0070000000000001,-4.252,-0.203,-6.327000000000001,-4.638999999999999,-4.7,-4.069,-7.446000000000001,-5.0760000000000005,-6.694,-3.988,-9.898,-0.875,-7.487,1.577,-2.736,-3.215,-7.64,-2.96,-3.855,0.01,-3.469,-0.22399999999999998,-6.439,-4.12,4.333,-10.04,-11.932,0.34600000000000003,-3.56,-3.072,-2.045,-2.391,-1.19,-6.449,-2.889
16,4,-4.801,-4.435,-9.023,-7.8839999999999995,-1.953,-1.6580000000000001,-0.214,-4.232,-0.498,-13.011,-1.811,-1.149,-0.122,-9.684,-5.046,-8.006,-0.102,-4.466,-2.075,-7.599,-2.431,-2.8689999999999998,-2.625,-5.229,-4.771,-4.73,-4.649,-5.096,-3.937,-5.229,-3.6210000000000004,-6.816,-4.638999999999999,-7.141,-1.139,-8.423,-7.517,-11.088,-2.035,-3.062,-0.875,-8.952,0.6,-1.272,-1.261,-7.151,-3.448,-1.4140000000000001,-0.966,-4.934,-2.177,-6.439,-1.19,7.263,-14.435,-12.909,1.3219999999999998,-5.025,-4.537,-2.533,-3.367,-1.6780000000000002,-4.985,-1.912
16,5,-2.8480000000000003,-3.947,-8.046,-7.8839999999999995,0.0,-0.193,1.74,-2.767,0.478,-15.452,-2.299,0.804,0.366,-8.708,-3.092,-8.494,-2.055,-1.536,-3.54,-6.1339999999999995,-2.92,-2.38,-4.0889999999999995,-4.252,-5.747000000000001,-5.707000000000001,-5.625,-6.561,-6.377999999999999,-6.205,-6.551,-9.745,-4.638999999999999,-9.094,0.326,-6.47,-8.494,-15.482999999999999,-0.081,2.7969999999999997,-0.387,-3.5810000000000004,-2.33,0.682,0.6920000000000001,-9.104,-3.448,0.051,-2.92,-3.957,-4.618,-6.439,-0.7020000000000001,-1.038,-10.04,-7.05,2.299,-6.002000000000001,-6.49,-2.533,-4.832,-2.167,-2.543,-1.4240000000000002
16,6,-0.40700000000000003,-3.4589999999999996,-9.023,-7.8839999999999995,0.977,0.7829999999999999,3.2039999999999997,-0.326,1.455,-8.128,-3.764,3.245,0.366,-8.219,-1.139,-6.541,-4.496,-0.071,-5.492999999999999,-4.181,-3.408,-1.4040000000000001,-5.553999999999999,-3.764,-5.747000000000001,-8.148,-5.625,-7.537999999999999,-8.331,-7.67,-8.504,-11.698,-3.662,-7.629,-1.139,-2.563,-5.0760000000000005,-14.017999999999999,1.8719999999999999,2.7969999999999997,-1.3630000000000002,3.255,-6.236000000000001,3.611,1.6680000000000001,-12.034,-3.448,1.0270000000000001,-4.873,-2.004,-6.082999999999999,-4.974,-2.655,2.8689999999999998,-4.669,-17.792,3.2760000000000002,-6.978,-7.955,-3.0210000000000004,-5.809,-1.6780000000000002,-0.59,-1.4240000000000002
16,7,0.081,-2.97,-8.046,-6.907,1.465,2.248,4.181,2.6039999999999996,0.966,2.614,-5.7170000000000005,4.71,-0.61,-6.755,-0.163,-2.635,-5.961,0.41700000000000004,-5.981,-1.74,-3.8960000000000004,-0.9159999999999999,-6.531000000000001,-3.2760000000000002,-5.2589999999999995,-9.125,-4.649,-7.537999999999999,-9.308,-9.623,-9.481,-10.722000000000001,-3.174,-4.7,-3.5810000000000004,1.3430000000000002,-0.193,-6.205,1.8719999999999999,-0.621,-2.8280000000000003,5.207999999999999,-8.189,4.588,1.6680000000000001,-12.034,-3.937,2.004,-5.361000000000001,-0.051,-6.571000000000001,-4.486000000000001,-3.6319999999999997,5.797999999999999,-20.294,-7.05,3.764,-7.955,-9.42,-3.0210000000000004,-5.809,-1.19,0.387,-1.912
16,8,-1.383,-2.4819999999999998,-2.675,-4.466,0.488,1.76,3.2039999999999997,3.092,-2.452,7.985,-6.694,4.71,-1.587,-5.778,-1.139,0.7829999999999999,-5.473,0.41700000000000004,-5.492999999999999,-1.74,-3.8960000000000004,-0.42700000000000005,-6.531000000000001,-3.764,-5.2589999999999995,-8.636000000000001,-3.6719999999999997,-7.537999999999999,-9.796,-10.6,-9.481,-7.303999999999999,-2.6860000000000004,-2.258,-7.487,2.319,1.76,3.072,-1.058,-2.574,-5.757999999999999,1.3019999999999998,-7.7010000000000005,3.123,0.203,-8.616,-3.937,1.0270000000000001,-5.361000000000001,0.43700000000000006,-6.571000000000001,-4.974,-0.7020000000000001,6.775,-12.97,-13.885,3.2760000000000002,-8.931000000000001,-10.885,-3.998,-5.809,-1.19,-1.567,-1.912
16,9,-4.313,-3.947,3.6719999999999997,-2.513,-1.953,-0.193,0.763,1.139,-7.8229999999999995,4.567,-5.7170000000000005,2.7569999999999997,-3.54,-3.825,-3.092,0.295,-4.008,1.3940000000000001,-4.0280000000000005,-2.716,-3.8960000000000004,0.061,-6.042000000000001,-4.252,-5.2589999999999995,-6.195,-4.649,-8.026,-9.796,-11.088,-9.969,-3.886,-4.15,-2.747,-8.464,-0.122,-1.17,7.955,-5.941,-0.132,-8.199,-4.5569999999999995,-4.771,-0.295,-3.215,-1.78,-4.425,-0.9259999999999999,-4.873,-0.051,-6.082999999999999,-5.9510000000000005,1.251,-3.967,-6.622000000000001,-1.6780000000000002,1.3219999999999998,-9.42,-11.860999999999999,-4.974,-5.809,-0.7020000000000001,-4.496,-2.401
