Trial,Time,FP1,FP2,F7,F8,AF1,AF2,FZ,F4,F3,FC6,FC5,FC2,FC1,T8,T7,CZ,C3,C4,CP5,CP6,CP1,CP2,P3,P4,PZ,P8,P7,PO2,PO1,O2,O1,X,AF7,AF8,F5,F6,FT7,FT8,FPZ,FC4,FC3,C6,C5,F2,F1,TP8,TP7,AFZ,CP3,CP4,P5,P6,C1,C2,PO7,PO8,FCZ,POZ,OZ,P2,P1,CPZ,nd,Y
18,0,11.434000000000001,9.593,10.173,1.902,10.773,10.671,7.294,7.019,6.276,6.805,3.998,5.564,2.309,3.3160000000000003,12.065,17.873,8.881,-6.0729999999999995,-2.736,-2.625,-2.818,0.41700000000000004,-1.811,0.376,-2.7569999999999997,2.96,2.553,-2.37,-1.6280000000000001,0.092,0.773,11.505,11.047,11.119000000000002,13.335999999999999,8.545,2.655,3.265,7.5889999999999995,4.5569999999999995,2.8080000000000003,7.182,8.189,7.395,6.622000000000001,7.182,8.453,9.318,-1.943,1.383,-0.753,-0.43700000000000006,5.697,-0.753,-12.847999999999999,-4.812,4.0889999999999995,-2.319,-0.02,-1.79,-2.95,-2.33,10.915,17.598
18,1,9.481,8.616,12.126,-2.9810000000000003,11.261,10.183,7.782,7.019,9.206,6.317,9.857000000000001,4.588,3.286,-5.473,6.205,17.385,20.599,-5.585,-4.69,-5.553999999999999,-2.33,-0.5589999999999999,-2.299,-1.577,-3.733,-1.4340000000000002,2.065,-5.3,-3.5810000000000004,-3.815,-4.11,10.529000000000002,9.094,-0.6,12.36,10.498,-10.04,4.242,5.636,4.5569999999999995,5.249,5.7170000000000005,2.818,6.419,8.575,5.229,3.571,9.806000000000001,-1.943,-0.081,-2.218,-2.391,4.232,-4.659,-4.059,-7.7410000000000005,4.0889999999999995,-5.249,-4.415,-3.255,-2.95,-2.33,9.45,11.739
18,2,6.551,4.2219999999999995,14.079,-2.492,9.796,7.7410000000000005,6.805,6.531000000000001,9.693999999999999,5.341,10.834000000000001,3.611,4.262,-6.449,-0.142,14.455,1.556,-0.214,-9.084,-6.531000000000001,-2.33,-1.536,-3.764,-3.53,-4.71,-4.364,1.088,-7.252999999999999,-6.022,-8.209,-8.993,8.575,5.676,-11.342,7.965,10.498,-7.599,3.265,5.636,4.5569999999999995,4.761,3.2760000000000002,-2.065,4.954,8.087,1.3219999999999998,-4.242,7.853,-1.943,-1.058,-3.682,-3.367,-0.163,-1.2409999999999999,-6.989,-2.858,3.6010000000000004,-7.69,-8.321,-4.72,-3.927,-2.33,6.032,4.9030000000000005
18,3,3.133,-0.17300000000000001,14.079,2.8789999999999996,6.8660000000000005,4.323,5.341,6.042000000000001,7.7410000000000005,3.387,5.9510000000000005,3.123,3.7739999999999996,1.3630000000000002,-3.56,10.549000000000001,5.9510000000000005,2.716,16.307000000000002,2.258,-2.33,-2.024,-5.229,-4.506,-5.1979999999999995,-4.364,-0.865,-7.252999999999999,-7.975,-9.674,-10.946,5.157,1.2819999999999998,-15.249,3.571,8.545,1.6780000000000002,1.801,5.147,3.5810000000000004,2.319,-0.142,-4.018,4.466,6.1339999999999995,-2.096,-9.125,5.412000000000001,-2.92,-1.058,-5.636,-4.343999999999999,5.207999999999999,1.2,5.218999999999999,-9.206,3.113,-9.155,-10.274000000000001,-5.697,-5.391,-2.33,3.103,1.485
18,4,1.18,-2.126,10.661,9.715,4.425,1.882,3.8760000000000003,4.0889999999999995,3.835,0.946,-0.397,2.635,2.309,11.617,-4.0489999999999995,7.131,0.092,1.251,11.912,0.7929999999999999,-2.33,-2.513,-6.205,-4.995,-5.686,-3.8760000000000003,-2.33,-6.765,-8.464,-9.186,-9.481,2.228,-0.6709999999999999,-10.854000000000001,1.129,4.15,2.655,2.7769999999999997,2.7060000000000004,1.139,-0.122,-2.5839999999999996,-4.506,3.977,3.693,-3.56,-7.172000000000001,3.4589999999999996,-2.92,-2.035,-6.612,-4.343999999999999,-0.163,1.689,8.148,6.419,2.625,-9.155,-9.298,-5.697,-6.367999999999999,-2.33,1.149,0.997
18,5,1.18,-0.17300000000000001,4.313,13.620999999999999,2.472,0.41700000000000004,3.387,1.16,0.905,-1.495,-3.326,2.146,1.3330000000000002,14.547,-2.096,4.2010000000000005,-14.557,6.622000000000001,2.635,4.7,-1.841,-2.513,-5.229,-4.995,-5.686,-3.8760000000000003,-3.7939999999999996,-6.765,-7.975,-6.744,-7.528,-0.214,1.2819999999999998,-0.11199999999999999,1.129,-0.732,-7.111000000000001,4.242,-1.2,-1.3019999999999998,0.366,-3.072,-5.483,3.0010000000000003,1.74,-3.56,0.153,1.994,-1.455,-3.011,-4.659,-5.32,-5.534,1.689,1.3119999999999998,4.954,2.625,-8.179,-7.345,-5.697,-6.367999999999999,-2.33,0.6609999999999999,1.485
18,6,1.6680000000000001,3.245,-2.035,14.109000000000002,1.984,-0.071,2.8989999999999996,-1.2819999999999998,-0.071,-2.472,-1.8619999999999999,1.17,1.3330000000000002,7.711,-1.607,1.76,-7.233,11.017000000000001,-1.76,5.188,-0.376,-2.513,-2.787,-5.483,-4.71,-4.852,-4.283,-6.276,-6.022,-4.791,-5.575,-1.19,4.211,11.607000000000001,1.617,-4.638999999999999,-14.435,3.7539999999999996,-3.642,-1.3019999999999998,2.319,-1.607,-6.9479999999999995,2.024,1.74,-2.5839999999999996,5.524,1.994,2.452,-4.476,-1.2409999999999999,-5.32,-3.5810000000000004,4.13,-16.266,-8.718,2.136,-6.7139999999999995,-5.391,-5.697,-4.9030000000000005,-1.841,1.149,0.509
18,7,2.157,4.71,-5.941,11.18,1.984,0.905,2.8989999999999996,-1.2819999999999998,0.905,-1.0070000000000001,0.58,1.17,2.309,-3.031,-2.5839999999999996,1.272,5.9510000000000005,-10.468,5.0760000000000005,-3.113,1.088,-3.0010000000000003,-0.34600000000000003,-5.483,-4.2219999999999995,-5.829,-3.306,-6.276,-4.5569999999999995,-4.303,-5.086,-0.214,5.676,17.465999999999998,1.129,-6.104,-5.646,1.801,-2.177,2.116,4.272,0.34600000000000003,-6.46,2.024,1.74,-2.096,4.547,2.4819999999999998,6.358,-4.476,1.2,-5.809,3.255,-2.7060000000000004,6.683,3.489,2.136,-6.226,-4.415,-5.697,-3.438,-1.841,2.126,-0.46799999999999997
18,8,2.645,3.733,-5.941,8.25,2.96,3.835,3.387,2.136,2.858,2.411,0.58,1.6580000000000001,3.286,-9.379,-3.072,3.225,3.998,-1.19,-13.479000000000001,-0.6709999999999999,1.577,-2.024,0.631,-4.018,-3.733,-5.341,-1.3530000000000002,-5.3,-4.069,-4.303,-4.598,2.716,4.211,14.537,1.129,-1.709,14.374,1.801,3.194,5.534,3.784,3.2760000000000002,-3.042,3.489,3.2039999999999997,-2.096,-0.8240000000000001,3.4589999999999996,6.358,-2.523,1.689,-4.832,2.279,-1.729,-1.129,-2.37,2.136,-5.737,-4.415,-4.72,-2.4619999999999997,-1.841,2.614,1.485
18,9,4.11,2.2680000000000002,-2.523,2.8789999999999996,4.913,8.718,4.852,7.019,4.323,6.317,-0.885,3.123,3.286,-6.938,-0.142,7.619,3.0210000000000004,-1.6780000000000002,-1.76,-5.553999999999999,-0.376,-1.048,-0.8340000000000001,-3.042,-2.7569999999999997,-3.387,-0.376,-3.347,-4.069,-4.303,-4.11,6.1339999999999995,1.2819999999999998,5.747000000000001,2.594,6.5920000000000005,28.046,2.7769999999999997,8.077,6.999,1.831,5.229,1.841,6.419,4.181,-1.607,-5.218999999999999,5.9,1.963,-0.081,-1.2409999999999999,-2.8789999999999996,3.255,-3.194,-1.129,-11.648,3.113,-4.761,-3.927,-3.7430000000000003,-2.4619999999999997,-1.841,4.079,6.367999999999999
