Time,FP1,FP2,F7,F8,AF1,AF2,FZ,F4,F3,FC6,FC5,FC2,FC1,T8,T7,CZ,C3,C4,CP5,CP6,CP1,CP2,P3,P4,PZ,P8,P7,PO2,PO1,O2,O1,X,AF7,AF8,F5,F6,FT7,FT8,FPZ,FC4,FC3,C6,C5,F2,F1,TP8,TP7,AFZ,CP3,CP4,P5,P6,C1,C2,PO7,PO8,FCZ,POZ,OZ,P2,P1,CPZ,nd,Y
0.0,4.40657922201154e-13,2.5615305167630954e-15,7.734828218238933e-15,1.2283228254336008e-21,9.986180791685188e-15,2.2759123204451838e-14,1.8026865188687419e-12,1.5479266089510131e-18,1.0798381931990946e-18,1.2358661685930727e-19,3.1438766322452745e-23,8.531314615709054e-08,2.0431268848742958e-11,3.931146124139177e-21,1.917269505612844e-25,2.4118146044750143e-14,8.7796057317353e-07,0.17543266039106845,1.1707705760058615e-15,0.000308832755909962,5.583519790715113e-05,0.00013934526887087012,4.3585987747465875e-08,0.001633828612823237,0.12054087815954857,2.523483385271945e-12,3.293800989773012e-14,3.7810385229396565e-06,1.4609032108837757e-07,2.257403238126964e-09,1.2773547998248776e-11,7.904526862359127e-06,2.5991686147703575e-14,7.163138224482794e-31,4.995009357145434e-19,3.223581249351764e-26,2.476223916964452e-14,3.642810695170748e-24,6.484028976128872e-15,3.702468811142128e-21,1.817385824407033e-21,9.764257903694737e-15,1.761361119013509e-23,3.589585485476706e-15,1.476646960902781e-14,3.9720529439976396e-19,2.809183077942496e-24,3.7867706891612717e-13,9.38546585715682e-14,0.009313726408406579,5.374140915820851e-12,3.802167377315592e-05,0.00036373760117097904,6.281186621116448e-06,4.3562969303480205e-12,1.407527011849041e-07,4.477656396286462e-06,8.519565473357187e-07,2.2609075596766224e-10,0.02708291913035346,2.6775461833695832e-05,0.01796541716182218,4.4096354905773733e-13,5.261997235599564e-08
0.9980287634554011,1.3010326196939985e-137,4.723292218804666e-06,2.9746488596217234e-08,0.0832847930133668,0.27424383103408206,0.0001544297869988978,0.4456573157265763,0.004850816019650512,2.1160779242971412e-07,0.03883320376963869,0.0011931963599784402,0.826821914636692,2.1793989057166665e-06,0.00848540034308419,0.0001640086346868313,0.14251617765390875,0.22023585574413912,0.021290140094850002,0.4657469732610361,0.31097273645007695,0.16509332496823428,0.07879106567943685,0.5026756494186497,0.13851561797567064,0.4214329475311719,0.0347687386284608,0.41475504825431553,0.24673343863025135,0.42717833229963964,0.736518684084974,0.7983685516399234,0.00012783983841257323,2.602309199757444e-21,4.252523813188847e-06,1.575453751717743e-09,2.998571032113958e-05,2.2936557275615947e-09,4.6061602013264135e-06,2.911442750589293e-20,0.663027099161936,1.1450756760457602e-08,0.03905635423495823,0.0009402581041113013,0.027888529875703717,0.11311200560419699,0.42919169874891816,0.22482485947632314,0.4391547273080635,0.009585861280184672,0.05651935047351252,0.7752915079332812,0.24465358158406225,0.26651551561994996,0.42817257737201064,0.7716617101682468,0.5760232158545622,0.04303531207186109,0.7580611385851038,0.9675610202342476,0.07381603604954044,0.9473014963198223,0.2790635713771208,0.00040153701578905343,0.009976615876655532
0.9979304660854469,0.1273143997882633,3.097759468239549e-121,0.0005362788070254884,0.0006848444683203159,0.03247678509375189,0.0016638643344924183,0.08913765452754502,6.800919032329364e-05,1.5336485952939642e-05,0.003531176130562994,0.22892363689312958,0.11082281040628454,0.004171794304241686,1.035286377835364e-05,7.007762065347742e-05,0.08995320206189718,0.041547349669138325,0.02492924203024393,0.9466364601946151,0.14204372378532487,0.682859897064064,0.3112740507300936,0.9447160133108188,0.365895912827935,0.2514945931579647,0.18225403986720135,0.09149115265782329,0.19011622429953257,0.28329994235794237,0.47185636969811906,0.2848257044017476,0.7277616940867198,1.744692185025865e-07,5.106658810350835e-13,2.9877530792140124e-08,4.3591707249117754e-05,3.580028817217026e-13,1.6991318088034045e-08,1.9400873042292308e-17,0.4408386105061065,0.00773023417774084,0.011912472391474777,6.4291057789083535e-06,0.00013977585433911965,0.04024638745708745,0.1804577016134596,0.06984904402546596,0.03294185651634374,0.5771950227981744,0.8050004136296284,0.6025655058912852,0.764077704425939,0.09069957612379928,0.28911196005960377,0.8167420506855227,0.2851135957197164,0.4648980281420575,0.4061165181808607,0.5274149029215119,0.07835139403757818,0.6907027897349378,0.131528112942631,0.13020093737727642,0.014830530681756476
0.9983168055444172,0.0745046926516065,0.33614806971425865,2.5263956713160203e-125,0.011756607479543142,0.036231921671430564,0.5143019780956757,0.004999133789864194,0.03077739550282171,0.001745690180060411,0.0007621033080464342,0.28521806975859865,0.004035506942680834,2.7972916225142538e-05,0.049256717575961895,5.090149270619021e-07,0.04270416339402378,0.18185047055753079,0.2523834126645161,0.8960075837498882,0.4428072166940106,0.004147428905113585,0.033467720991499264,0.14162002812898206,0.13765920849706495,0.0526316212836227,0.9838572744323948,0.20062857448037075,0.3490813176609539,0.42316557020727086,0.5755021227630994,0.6021827654288648,0.0008811475379125455,3.7787889716803203e-07,0.017938999861435278,0.0004836135050172463,0.0002652773790610907,0.0017930485568189776,0.09065683697719615,4.122114262923705e-05,0.37965529352689287,7.830763592842038e-10,0.5782739952157289,0.029394453625937584,0.041779068674742494,0.48040534315956895,0.2933633020724043,0.007083814797360969,0.012247934663844072,0.000432101033640199,0.4855156212126094,0.5035792295953043,0.40536516917361387,0.383689031624151,0.702712777610117,0.5903656501103904,0.5058763546589958,0.007385066025534263,0.3852170070223665,0.9780611396007023,0.047615649454936064,0.42710576408723955,0.8980961223109059,0.02513967570576769,0.002580359110423576
0.9995879111714434,0.3164472303142131,0.27013485288212036,0.06689561089274446,3.04867309090528e-135,0.35016358631852357,0.534089828704193,0.18485591336167578,0.23855704459745952,0.6156607274598885,0.5879211270860205,0.00926672170204516,0.6363615576165647,0.061639537996008936,0.4726069387136278,0.2927514266700759,0.1266621998636573,0.17900580364349003,0.022193314195158746,0.6966373662093833,0.0803857366778905,0.02026559969212054,0.016059209431556386,0.23425099813392847,0.005332472744516279,0.058291092000074284,0.14479723665569671,0.652796520005092,0.10486644182191984,0.12801143413555305,0.155017680769381,0.6718370581983177,0.051133903339180525,0.002338589814206573,0.000548895710725579,0.000179496482991037,0.5460426726461951,0.05466007280917298,0.008825064714980747,0.013934211617655014,0.4708725677303418,0.10385003309765073,0.09585165098049349,0.1812245400246767,0.06219285908014391,0.7830185935900221,0.4709142977269657,0.058414460210978326,0.483211502164378,0.028006973912618745,0.00734623245178789,0.4919153710518591,0.00012116261830164956,0.44182386705317556,0.04409565733921509,0.8294129020542349,0.6207637047325997,0.5641076823953226,0.08275497406212298,0.34109448314396024,0.01491855438900912,0.04451067812851514,0.6355947763367074,0.41414834005869805,0.2897472530721331
0.9994655412827128,0.5114658778428143,0.00019246632425482053,0.0005713217078891362,0.0765684484498124,8.902960184981944e-144,0.00010570455732566724,0.0932266909083362,0.0072475974139874,6.492174111196568e-08,0.10381478572661569,0.07844259080490844,0.5200877471308498,1.5909104766317173e-07,0.004372414375992658,0.005727100166540349,0.0006188389887144233,0.26184837546004675,0.19546863344179588,0.28560454055294304,0.5247442378321472,0.04658936351147419,0.02584339111569521,0.2227761760225122,0.25729621158444754,0.06494967225225277,0.6766216250947916,0.6474933462745022,0.26182808825270826,0.14908247270885044,0.43235985077851624,0.5506544319899339,5.499901278282738e-05,4.9663969904559296e-08,7.94138675263684e-06,2.1354311240758426e-10,7.079763517042526e-05,8.603916937907024e-06,0.01759282557235989,7.401495041086176e-11,0.6006945839154635,5.483414881023558e-08,0.629354242192009,0.10538817440677552,0.004078289233463806,0.1582239894744888,0.4589293976561821,0.7866073706708758,0.2340041049249164,0.004021303622518948,0.09340269150926092,0.03808804773332767,0.4862828206710538,0.1887558304757945,0.497086733468992,0.812599664166546,0.3357838962255161,0.0024340845820020694,0.2872131837792728,0.662709933661598,0.1525074279834002,0.7817705191086904,0.2405173818911052,0.4863306780914066,0.036066561218596964
0.9450053616861466,0.29160948113576696,0.0017740047379612366,0.0033697526696832582,0.01063516616255322,0.0965717066179551,3.711247573614237e-132,0.6365049805605565,0.0002096937199077015,1.3336238987560782e-05,0.027630286566757315,0.11050157441962821,0.6027376520906217,1.3993023292114884e-07,0.2430921327868505,0.09207891941010109,0.01757553745077233,0.7538654595379841,0.41489538724942177,0.05547021129244393,0.3253772502235403,0.06042453802579906,0.0022501866409320157,0.4403041073662577,0.01207609802424756,0.028971589976268093,0.11893968189505652,0.41096856103437607,0.020136163539559226,0.046056945870796534,0.08357269810968238,0.009486054163435726,0.018295832386345023,2.7345069538235913e-08,0.00014888599826596048,2.3524558855167137e-05,7.204654389088389e-07,6.25365135744164e-05,0.0014314400552129492,1.5191344236921042e-10,0.08650299127976635,5.055332164467264e-08,0.6946184336392834,0.547582614718136,4.4039846800444385e-07,0.059034970740883944,0.6836094527942913,0.7431882286460028,0.5145241563770084,0.013827694932174693,0.02540227319200869,0.299534675503761,0.07440995655199809,0.48576655341647,0.5662458141549941,0.32252346765784434,0.05816069093060583,0.18734962737127073,0.028740909727810345,0.052132949057279145,0.004620147196626329,0.6665550543099842,0.07855392837483686,0.4939002646942968,0.7508690562985736
0.9977430591496964,0.7053032967946056,0.002912339262257515,0.14074316979862808,0.4312321337893289,0.08066942772765891,2.340597834273433e-05,5.130863520599359e-142,0.001405895243866227,0.0001203308134545016,0.13961046097002916,0.029566190002094116,0.07679550385679572,1.5009864284013537e-11,0.0012195761846092437,0.22535265282574532,0.00033732395627155814,0.7593770975602978,0.5637442844420444,0.2530315932847312,0.8992370789655575,0.08191730359274092,0.0009082009304356203,0.0905003668349805,0.012245883231683524,0.14698134818680744,0.08561032407763153,0.5144550494678182,0.10353536573812055,0.5296385738359399,0.2628223550554922,0.23129168551897766,0.0011717372744445285,0.00028895101109218,0.0021203460039843176,2.892728192118945e-06,0.00021077109119697733,0.018764310253527497,0.26546818516494963,0.0007970123755999475,0.22628270716694232,2.2506858482845266e-06,0.28941171102624835,0.8251030756186837,2.1466730728196906e-09,0.0024921338243294065,0.2709654543866122,0.8416670362656187,0.06888096489463337,0.08952452412540333,0.0001574388544785786,0.018165739305585023,0.0178861351475125,0.544895555874803,0.6440958516517915,0.7065265194485457,0.21455778710956444,6.919747740520567e-06,0.4095719256000955,0.41132915026449757,0.06693464559629687,0.6806887322706481,0.01754226500100581,0.6701777923621424,0.2257017860886269
0.99915391581862,0.39405987702984757,0.0016398923683356246,0.0009019664268781995,0.06648293003715675,0.41036975644665463,0.0025979142490476655,0.8049151607953248,7.288266141484288e-127,0.00020604555793622546,0.004684000033551598,0.003229523375346289,0.5514354397265651,7.66447146805916e-09,0.28980709124632986,0.8334516206463971,0.030827156079540428,0.7203641993555109,0.11116959367450434,0.966851747601886,0.5534381808837261,0.3133064421922353,0.003510227861848094,0.50330166060718,0.05811711657802431,0.013535181235692764,0.1484604117393812,0.7858190150968194,0.01565807284508096,0.4142401937728518,0.4838224894079268,0.37714479372003473,0.16177975432132732,4.531095816485192e-07,0.00010787828038430826,0.005271533246695416,2.4091009938742468e-09,0.0001062467687357896,4.304277817321005e-06,0.0005292419448216896,7.242649631054857e-08,1.0508192397796304e-08,0.04907857641404908,0.034895240953137445,1.6564694919211007e-10,0.16084701282994832,0.9479430157024389,0.46664347232104975,0.6108599563512637,0.01957861134935292,0.07269122126903153,0.8047433102091889,0.12058084383624727,0.9873492259157691,0.2036434485294499,0.34196694250758364,0.08064297526903978,0.5783951627271469,0.2101523708753522,0.46065217517434254,0.004790434524016233,0.8649359099044189,0.1588259639110869,0.4167066184860938,0.2119696805397449
0.9133316211388328,0.08028521302668294,0.0005002423518924065,9.92226471784474e-06,0.2683080128641773,0.160347939774876,0.022577593944389768,0.2978731123091135,0.0034646904445901155,1.6680277477141135e-123,0.052909325679667246,2.051741216860007e-06,0.4623278427559697,0.00029502126377680814,0.0001461552052805907,6.094230002345448e-05,0.43172983331715264,0.43548315518220204,0.6947931428295528,0.978557647779423,0.9467363052534914,0.2447930016011075,0.00873697310177492,0.09449474369894693,0.018624259499927086,0.10863441880768095,0.001759733062913756,0.30356663304188813,0.6811635121605737,0.6074153355778245,0.9769240794108361,0.5991917107899708,0.4635298662151488,3.2594706067862433e-07,0.00013082007642968544,4.818624335384436e-15,0.0012819380827893579,0.005612711504920353,0.10042207621408047,0.0004943688509575161,0.24187447627400538,1.855086832027882e-05,0.048507194262652674,0.012587341115250018,0.04835681875194343,0.0007856201964613855,0.012148363573856905,0.0014405756117776406,0.6629141835994603,0.006346943855526091,0.01431935496245252,0.008696926579691714,0.012454036342986453,0.40076217061450503,0.8821939120491011,0.7661225050079672,0.37928139374941705,0.000845423002618114,0.945778670310339,0.8358029341589636,0.7555320238234331,0.2910355242618204,0.0917025010166739,0.09083513893342408,0.013796332979051307
